,State,RRMSE_cases,RRMSE_deaths,max_cases,min_cases,medium_cases,average_cases,standard_error_cases,max_deaths,min_deaths,medium_deaths,average_deaths,standard_error_deaths
34,North Dakota,0.028339593820014785,0.021109844479236972,418355.5384224922,185605.50817041047,315216.8391534476,305764.95198892575,13964.447585617965,10404.65150463466,4134.780516211108,7350.684109435482,7231.984459863994,368.9156497786501
35,Ohio,0.016216960927181636,0.010845414799049206,405292.7147733127,210986.5470812767,310911.69145937776,306931.41128850135,11225.805765566332,24493.226760553032,11286.686555448952,18340.84279830872,18011.896184394314,747.0572832326053
36,Oklahoma,0.02125119942538405,0.009654887099177263,399119.04879583244,218728.61728500776,309505.42477289075,306408.2766833127,10528.759412140704,19965.7684288566,12595.772076500483,16836.472275362878,16507.68506192675,419.97897767799304
37,Oregon,0.02141347401648241,0.012652344958137291,397626.1457907439,227597.53944634367,306371.03316468216,306491.2080611051,9772.764538430783,13885.241858326615,8814.57358870435,11667.211717557242,11458.29020558804,287.69217953033643
38,Pennsylvania,0.01162554081097492,0.008355263168353966,378827.68097323563,232437.29811655762,312278.87365062814,307706.42567423783,8397.1455226051,26902.684509569342,13351.220094925582,20879.477995135814,20465.630494334055,760.1551667611415
39,Rhode Island,0.018612767570214062,0.01452598867364148,383668.43666112813,219694.78111528207,314949.77897655417,306704.3053529804,9676.592844853709,17935.08126950451,7793.009758478358,13153.299952579177,12924.427361330443,588.1692557753792
40,South Carolina,0.021683822925137687,0.011705349114003573,446705.9524400596,207424.32450773465,297736.80949479784,306355.2160437724,13443.074610371754,17063.916196197155,8318.478553538198,12652.12284957107,12532.253701860609,483.90819550457996
41,South Dakota,0.02155733524548799,0.027646575466575434,403330.12786980637,207489.90122518197,313272.9484422514,306777.6860227905,11611.307097341143,4718.739314571829,1892.5442318765831,3385.374172842281,3302.4062427044664,167.1859869101332
42,Tennessee,0.017737076415133148,0.019406851468447405,425553.1080466163,205181.46113541105,306697.44211266923,307104.8339781967,12637.405504777304,6722.626847243466,3570.151658837556,5139.333672065014,5085.2229882895845,181.97754454703494
43,Texas,0.016842976743879617,0.014064937975214839,437998.13469050516,199070.14314794622,304707.6201797851,307275.8192795061,13487.542151225238,10833.942947378167,5371.967710280767,8280.954446028109,8124.126337939604,307.0692536875824
44,Utah,0.021236356361978268,0.021979211132435585,445077.3841047575,201343.9403460213,300845.0806065178,306623.3870217116,13852.79194594911,4622.419522086555,2062.467388082967,3385.332864841269,3313.038976339406,147.4935483162455
45,Vermont,0.011078449332777863,0.009335232533768863,347432.26542118174,271170.0042684984,308937.99969337677,307979.9370744251,4434.295861400027,18348.4901676699,14485.020989019185,17115.119623841012,16746.24022924368,226.12494449414413
46,Virginia,0.016408746949261598,0.013309246505136993,445397.38777231856,180565.9468190404,309604.93221466104,307175.26445918175,15260.638275274134,13494.915437249289,6128.665140741636,10101.46178558702,9867.17884321063,421.6319008464275
47,Washington,0.013510829112778776,0.009474593320704657,380462.5821193143,240193.66019570213,308949.4034689438,307464.61689799756,8098.263115309248,18317.43877693188,12644.444044093225,15965.376310759337,15676.350853830038,324.0776949561708
48,West Virginia,0.015339669084645886,0.015304171522585683,397575.04556197533,220707.03911620085,311106.9181779564,307160.4974820266,10478.82003895314,15307.679277709283,8245.339007320797,12294.367603185048,12003.24938392139,400.9697978116054
49,Wisconsin,0.021939310232878973,0.015094272177810975,451494.00723267224,184978.98883825916,304955.09497007285,306438.00446038344,15390.31225245197,14091.061217998034,7427.796145737899,10772.211463718626,10653.214547604468,382.1730272587224
50,Wyoming,0.02115282269708332,0.02498589301623484,379741.7419247695,229877.44503534926,312353.92088658817,306774.3073788931,9019.42112025267,6147.02493496015,2321.6250667366216,4340.628203946964,4220.690449667914,231.00367896590828
