,State,RRMSE_cases,RRMSE_deaths,max_cases,min_cases,medium_cases,average_cases,standard_error_cases,max_deaths,min_deaths,medium_deaths,average_deaths,standard_error_deaths
24,Mississippi,0.004129604842986882,0.00190343494286604,533554.1004769418,437007.2399786014,482580.11646136036,482407.0453998238,5468.1345207653585,14900.346562302759,12977.712099343667,13970.853894405183,13939.76043150105,106.52510235171654
25,Missouri,0.006284126747553502,0.0039715301788176725,595202.1604680168,395867.4217212449,476459.4935462178,482243.2547824732,11010.450290643197,9242.909235207724,6720.30546411441,7917.472048256759,7910.523226046629,138.69623443558922
26,Montana,0.02038558309783646,0.008661008331706061,684833.1797092912,309633.33738867054,472699.506085065,479470.1973310915,21977.668061591074,7864.957554037317,3858.074505745787,5435.385634995842,5580.148224697998,227.59730401898477
27,Nebraska,0.010954385290171433,0.005589065104293558,611983.808452773,388635.0649631696,471393.97058709955,481185.5103600513,12606.033192603874,5541.042885992146,4151.625645650345,4733.8830789086205,4759.1065111262005,77.82200992787132
28,Nevada,0.0050145598846042345,0.0024045213100846344,548594.9713471346,430732.6768337688,479690.752162357,482261.3737758164,6618.8179027249225,9648.807665844804,8405.683869608496,9041.899773577225,9021.725649125696,68.28522058629687
29,New Hampshire,0.007480461603488212,0.0011549596604079628,565711.2802592105,424428.8977316771,475905.0448031158,481776.4420472869,7911.891412197298,24174.454472099846,22496.64197354714,23332.966079170368,23308.01560163731,92.42561263243464
30,New Jersey,0.001859935968134514,0.00019471725690821916,528497.221384798,453061.62178913294,478779.9110568316,482796.4112591493,4102.830035222704,35807.211983251625,35230.792040072774,35487.42735899535,35491.053889632,31.536891042324058
31,New Mexico,0.01030228165864389,0.004132069004134256,613869.8052937657,390123.0275004649,471161.96849077987,480927.38229179964,12674.102107583078,13549.291968148076,11295.963422912628,12119.844951834257,12212.057125127401,125.87082565969894
32,New York,0.0011514314833114235,0.0001501206956406729,511684.3383148549,463315.06458247965,481024.1743682041,483127.63254617655,2632.5052341032538,33123.26439577421,32712.879804979806,32890.83415350111,32896.85659662603,22.371175796441506
33,North Carolina,0.004465536551733015,0.0028120842125286044,553545.7976463852,425812.3647835672,480585.3375661177,482652.7106419351,7030.810761580727,8769.319722239628,7027.253299408517,7870.675468800495,7859.013966381796,96.3721072665044
34,North Dakota,0.02146501658724481,0.013053546717548572,659344.2191200646,335567.0380918118,469934.2580610778,479420.52482628764,19178.72391025906,8127.980407387115,4084.9487148435546,5806.7348387678885,5910.440753842082,226.09565119835753
35,Ohio,0.0044200177006464185,0.0018267833656545338,593112.4673164859,409130.80369907763,472979.70391163003,482239.2372340417,10002.531712092745,14292.755805146138,12671.308782460908,13413.516249352837,13416.875979046878,87.86353368495818
36,Oklahoma,0.00607988029218812,0.005341651402683517,576964.7121743513,402471.559694269,481382.6200045642,482272.6133946002,9653.12530248673,6211.245742986458,4744.891890674078,5431.67397706128,5426.356975174279,82.7648072229448
37,Oregon,0.007919196724611064,0.0029461281555388393,567564.5827550852,416587.8276281911,477651.7083703784,481493.2781006123,8498.842298456644,8530.309594042295,6909.8582956524115,7669.646035031247,7670.61157112243,89.39048535213759
38,Pennsylvania,0.0039425508413188865,0.000696797755732761,561026.6497541061,427391.4596431376,477441.75489951356,482580.3955070099,7360.363400415886,23260.604232105983,21510.705811826596,22293.768228853154,22310.94133713509,94.85538469240332
39,Rhode Island,0.006223291965476275,0.0006352228686310791,568208.4306844898,422933.05740684504,475981.25483003864,481967.90178998926,8216.628566568035,20483.43963449377,18964.59267379994,19660.92092856551,19669.6666963908,82.85487140056038
40,South Carolina,0.003275253522964531,0.003039897874860698,530038.4231683222,439247.01087396,483054.63129596127,482607.17924954323,5122.144295451502,11659.877005726023,9920.068137773345,10861.55788132106,10805.213044730706,98.89357551484633
41,South Dakota,0.01161469031614316,0.011840193689821114,666961.9542385034,339974.4532650939,472329.8241723962,481097.0222178708,18512.199427625907,6400.355571710761,3530.7985185674834,4630.005108408262,4732.927062519942,161.19832855097843
42,Tennessee,0.0036942077546398048,0.004907254908008652,557530.271540671,420238.008153232,481187.3689126383,482667.62636127777,7646.049678720644,7114.425513828438,5223.584851586502,6113.091766798162,6109.5474799769345,105.99199753504516
43,Texas,0.0035819221465306517,0.0011014437981726854,541046.2238424968,439636.31574099365,480565.5939043021,483723.433828157,5569.480514816105,10446.990640448541,8844.891549216381,9632.850732504994,9625.513600065002,86.44107174218405
44,Utah,0.007872124694378797,0.005862064326151988,605208.4629153241,387546.8290340002,476113.08026507986,481776.49174080056,12145.148100804041,3199.1111084934428,2492.229679348732,2807.9979460839872,2812.764693480906,39.636451953755184
45,Vermont,0.008646461968125348,0.0007791767250089558,551829.1251458728,437991.99016000755,473839.49423329707,481353.9894932934,6452.514448997723,14573.444373825212,14477.652634241438,14498.46277390507,14508.624561212004,5.410241409963817
46,Virginia,0.003036132942132048,0.0024475539659642312,535360.1301013355,437008.55764084304,482306.6842846467,482707.5841060296,5505.776065466817,10699.191653659007,9326.948357654559,10097.91135747372,10041.609835616913,77.38025938597292
47,Washington,0.004928119318455544,0.0013597755759752251,544890.0706657732,434709.34903987084,479450.4281761071,482269.11389172496,6155.951472224593,11877.614385845442,10567.529931313054,11177.866908593629,11181.372631227507,71.94051462828115
48,West Virginia,0.010120278129235322,0.008712948054894774,609673.9016209415,384933.1637523795,475326.1009953958,481255.1370892932,12585.62513913543,11409.96283518777,8157.434639146847,9544.208483688082,9598.162974430517,180.9698189332655
49,Wisconsin,0.005135153290137327,0.00469299909676063,649212.1863682091,358962.69706712343,473239.16895077494,482486.80116839765,16000.10043275876,5743.47709801533,3753.448368289776,4489.842163274981,4568.676368943494,110.86097878650317
50,Wyoming,0.1198231840270593,0.03352274695742215,566237.3240197256,319680.43621936016,468469.697104545,452689.5829601912,16917.360545384763,4594.86597184578,2602.703561724241,3231.3635491689847,3401.1007504400695,127.41157340716988
