,State,RRMSE_cases,RRMSE_deaths,max_cases,min_cases,medium_cases,average_cases,standard_error_cases,max_deaths,min_deaths,medium_deaths,average_deaths,standard_error_deaths
0,Alabama,0.023912698802829722,0.031740115528743305,104296.93912181117,3212.9374013627757,24974.090202119096,35186.081077051575,6098.859522623951,2735.948062525239,1.0738016812040756,418.9007978857324,767.7898623683052,163.37551610816772
1,Alaska,0.020968388510840506,0.035746803311602904,84509.04773008668,3840.649961105928,30836.981725356745,35319.915804308504,5048.469872243877,1727.7090381574683,1.4273293764552715,366.4300123665181,556.1569808309073,106.89367629587836
2,Arizona,0.01338910432250871,0.016469682153503383,100478.45824296141,1151.4073223507694,27024.6267770129,35480.131648501134,6146.561230782623,3089.2514205744546,9.913238561107216,548.1008147035134,922.2560426785125,187.00514116367043
3,Arkansas,0.03066067894250123,0.021268345702784637,88737.4485526181,4141.306364309992,29179.352984541623,35058.56678183921,5232.967720260417,1651.427694119398,1.331778883815936,360.81737330104016,533.1731975922905,101.3866224114867
4,California,0.01139136081169024,0.019920193709091313,96323.38844277493,3127.832504455511,27570.068077849093,35461.86490668706,5746.767169923932,2625.7309735671984,51.78300177741649,577.4220837900855,860.2700737404701,156.48775398795982
5,Colorado,0.014650601520717713,0.016357320515759034,92875.18972122937,2716.258833505195,28790.17451186912,35368.424918677374,5610.949266850816,3359.732544330225,33.660162633989174,625.3664887695858,1014.8407257745304,199.89133985477017
6,Connecticut,0.015170496201284932,0.024238754915425376,116494.31957913146,1082.3979121859377,22039.286119676817,35469.24476980572,6955.847731098908,5196.442029595462,15.132070037966907,529.9345217202115,1234.8822088490124,292.1415580637753
7,Delaware,0.02036396981004303,0.05296123796666541,121114.13825093191,2517.2851071563705,21418.484432607584,35658.10781091127,6912.351278520732,2704.8105391016775,1.5887888728012736,361.3848688913332,715.752648546918,157.5213022159674
8,District of Columbia,0.017040992282260355,0.03782215000739524,107789.74448996158,2623.1988503095704,24053.743301643837,35427.52472130215,6394.773000055771,2812.8109281720963,0.847819878285145,359.4499958066203,728.5707077121036,163.0638215400452
9,Florida,0.009827682199853256,0.015526230187600782,101930.5449670722,1523.9594288000721,26266.524871242604,35522.272124662624,6229.602331040275,2300.129031294856,32.624711785073956,378.5346745112221,667.6189895101636,135.34416964729746
