,State,RRMSE_cases,RRMSE_deaths,max_cases,min_cases,medium_cases,average_cases,standard_error_cases,max_deaths,min_deaths,medium_deaths,average_deaths,standard_error_deaths
27,Nebraska,0.013978272037650367,0.004818777369508104,489087.9859671718,368557.3601607583,418246.2443613872,421016.72752378514,6949.205461910057,5788.499894059539,4711.065885077975,5199.5373526699095,5208.9273535455995,60.36435029610532
28,Nevada,0.017915205689959607,0.007085495233974088,501267.50166889804,342004.2818042468,423831.3830827629,420573.3209238925,9310.822701479601,9437.321157228445,6241.844917557952,7961.26091547911,7874.584815608646,182.58032629183043
29,New Hampshire,0.010765369473824424,0.0029652607207882706,455943.0574907321,400417.5862079826,419517.0588568165,422461.5095470695,3173.604988424081,26634.043257424208,24817.514352362512,25845.263811865632,25761.6882574704,103.27752337988105
30,New Jersey,0.003924767217297846,0.0017819908568559714,437923.28530224896,412329.6689521502,422582.01387459005,423350.609183174,1452.2629648407678,36097.838190036,34924.65635465486,35582.101887616176,35534.62984176972,66.86011499067176
31,New Mexico,0.017604911008807903,0.00446574932982502,479249.88373779284,371164.61021972337,419685.7097805367,420416.4264996591,6312.491129539235,14692.804953964971,12036.167682225587,13417.844940292773,13363.764251957453,151.09089356461388
32,New York,0.00745473971023985,0.0006082099448034734,441638.64273189235,414643.47295125976,426731.0544265726,427033.31684772705,1526.0392572570652,32402.629954446318,31879.557180482196,32164.493922414833,32148.68453976647,29.381002366901445
33,North Carolina,0.010811360447330706,0.0058019798399918925,498964.84983322234,353626.4714905316,422924.2745318108,422397.9128330233,8426.01572851327,8201.323565310315,5935.314561075786,7086.802411370935,7055.633653411613,128.29764101695133
34,North Dakota,0.024933790425850345,0.0070326468200261035,560410.0535662454,310541.6513328672,412019.13133334974,419623.41601394466,15166.55200111754,7153.48611805562,5256.899955301436,6160.655905978143,6164.981449581502,107.11288638932557
35,Ohio,0.011144243963141802,0.0024190377368535484,496113.7546738018,357747.296223687,421635.49816226447,421986.9063886265,7948.006321569134,16906.265173843156,14117.66938256449,15534.67257115858,15500.623307038244,155.479851946495
36,Oklahoma,0.019945819048880997,0.005707340145378882,533285.1482298134,322974.77881129715,420100.97074158466,420302.46076343843,12313.777273441163,7286.078341721304,5091.063330971958,6204.434809125425,6171.423739960863,124.91377315282399
37,Oregon,0.019321446302212608,0.004927288969767191,504903.4188394317,344101.7421854007,421164.3635982921,420067.24599434424,9455.925185991282,8715.760061480443,6172.407230767101,7493.882497476098,7447.161824009036,144.03334013388724
38,Pennsylvania,0.009524492820363334,0.0012807459429589765,467654.4754418056,386472.2210461467,420877.2558901077,422441.78543737775,4664.2531592298155,26244.161188249407,24324.8288843235,25352.996794709296,25303.696812835533,106.85316044874871
39,Rhode Island,0.00651937384006423,0.0017585081665687948,454739.05790172797,395495.53281462763,423225.36782199447,423143.97265155474,3482.1247237409966,22071.131984388616,20749.912421097524,21394.91941635657,21389.52073505426,74.67192671879556
40,South Carolina,0.013438882165290112,0.004932043951941799,496862.13456501695,352684.740002523,422777.62532441865,421655.48769167945,8355.131444357838,11087.107746707381,7018.121236477647,9154.464119060485,9081.253343481792,227.1250124218034
41,South Dakota,0.015130788895719678,0.00736106763906811,530414.567453497,346668.04838251,412680.2023090285,421672.0048857004,10977.339765892584,6536.236709175132,5097.188360112052,5809.328673199849,5796.092281746716,81.14130731565827
42,Tennessee,0.011990954773987364,0.006348119546307528,510901.88669279515,339185.21327700577,423803.8430789197,422108.9023963523,9878.29232071743,5787.634074192114,3594.456091433994,4677.360886136088,4665.33374259387,123.06267189030883
43,Texas,0.00597868815146609,0.0048499520336485165,498706.56515298714,347657.94345661666,429254.81553640496,425509.86935398175,8514.915478721048,9855.145871535173,5688.814598320246,7928.863664487328,7837.78903476452,232.801854048145
44,Utah,0.016013931982542296,0.007671307769026513,492674.56990073354,361930.1751751504,419256.86172574427,420831.9533863295,7561.030841002969,3764.0459743660604,2788.761819008924,3335.9005957255904,3295.7759098738898,55.92278341972157
45,Vermont,0.009786361163366957,0.002630513176332869,453092.419469929,396285.4036840637,421229.4990115487,422191.8829203501,3508.4874951428455,16685.95401378241,16313.481571568555,16475.46378614964,16482.914687812707,21.820760688953552
46,Virginia,0.010661639728968976,0.00234833128302076,489536.81068741647,365091.4734842712,421358.3405529332,422197.07696170965,7157.470807440481,10586.430310390413,8897.752489965902,9745.170112302188,9725.804127342946,94.97191878340864
47,Washington,0.014275357574379087,0.002958210806062581,486420.3336863135,362608.0606993527,421968.3482985302,421293.1231373457,7192.1680539009085,12664.940546959802,10607.94110632578,11765.965991165547,11692.570076379725,115.52785687294282
48,West Virginia,0.020140089790132903,0.005628345038515129,533851.7050421458,330301.0600162902,416099.04119061434,419925.3436817196,11827.75146297491,11079.698698896444,6449.708859915818,8388.719076986545,8494.212435548274,262.07135306881935
49,Wisconsin,0.015033720827957595,0.004278275192914829,507949.1473126077,349166.33233201224,419656.35467489413,421216.4942385987,9133.819071404521,7177.336197432162,5967.527122389203,6599.866399768947,6570.866098119601,68.89870975389722
50,Wyoming,0.026090734347148325,0.010532519154272517,500687.35309549177,346880.2838596268,418548.53615185816,419333.34170022106,9612.188418706313,5066.844466488879,3504.0893083092733,4300.8246210089965,4284.825691441616,90.2109266409301
