,State,RRMSE_cases,RRMSE_deaths,max_cases,min_cases,medium_cases,average_cases,standard_error_cases,max_deaths,min_deaths,medium_deaths,average_deaths,standard_error_deaths
21,Massachusetts,0.0013449322035793386,0.001371792115230541,467343.7109998613,433467.9807967457,445880.92807446537,447308.1533763181,1956.7582133561436,33118.91934012738,31589.393911475032,32396.28704999365,32347.799961182194,89.3295264136023
22,Michigan,0.0044605377314013255,0.0011352385160300982,494930.35066149256,405074.07031599333,446720.2348826293,446830.2017120341,5199.16656858221,25899.489990050748,24693.796592593484,25306.813825726218,25285.30641735679,69.60254475414932
23,Minnesota,0.005445564438728631,0.0028632295048895734,516551.7008313937,387572.4970042988,445181.8560752437,446597.6528639517,7428.949317296465,11017.668801016292,9800.46895846371,10408.213436309346,10391.172739247793,69.92707670801046
24,Mississippi,0.0049692781495892695,0.0046689260788962345,491853.00039597694,402165.45332950796,448385.1216377656,446678.49247590057,5213.19927336719,14649.917789939002,11959.025296612586,13481.361138648714,13371.39872276452,155.8169540429537
25,Missouri,0.006829927792177151,0.005627525157318138,539811.5307179849,360872.65742285154,447217.2170562354,446518.47103772586,10290.731756598789,9217.148549632951,6977.573467034522,7995.534674048469,8010.752532160341,129.19106826978168
26,Montana,0.017458192869650047,0.007869119665421283,619875.7276100075,323198.0799460388,429903.18978337664,444343.0579374516,17303.36850410321,7851.229103410425,4720.806620162734,6235.586276600586,6215.452211184343,176.06187428389222
27,Nebraska,0.007323508610418061,0.004466480726170569,518860.4878552974,387001.7842311199,444126.51355141005,446131.40776983806,7653.405551728663,5573.802659285035,4607.6052901858775,5102.2581162786655,5081.3125240179015,55.99080410410288
28,Nevada,0.004871746488495186,0.004821087293330123,490758.8578191958,404634.37246697856,447936.0885066301,446707.69246150035,5025.874034569291,9596.026072496332,7740.199628411926,8824.304628000102,8735.814558104914,106.82890654676198
29,New Hampshire,0.0045375652641031685,0.0015258892682125504,484080.0476170875,418447.3244775651,444724.56603162707,446522.60560346756,3812.064578314814,25702.126787595815,24696.190429383856,25143.0263971242,25154.18186922996,57.03920303663232
30,New Jersey,0.002990088034252609,0.00041266406324905604,467851.162485811,433534.18809495156,446610.2943458635,447882.86565132986,1958.4768975868124,36280.16984858212,35716.54568063404,36023.965511778624,36004.4237108038,32.00001271070751
31,New Mexico,0.006010154019519458,0.002881771655317274,496088.3273257193,408493.5160889373,444343.0613074479,446333.41670620017,5072.298192003987,14476.828184164295,12694.31311318428,13667.049815781367,13604.102506979016,101.90534384512344
32,New York,0.0007733625415051787,0.00019780214154428054,461807.9594726248,436527.7692443792,446773.9067370924,447498.30584661884,1428.0293232643764,32703.28848889742,32397.980189002887,32553.61543874354,32548.586035580956,17.35806936164656
33,North Carolina,0.003823391581099268,0.0034361807311984005,505384.7539754792,395075.37237278477,447419.4783810494,447279.3077012201,6353.720835266359,8391.79749040625,6533.665965594433,7492.016963768203,7460.094570430836,105.76684878478636
34,North Dakota,0.017473968342407123,0.01431980447440168,581449.8653456504,326625.7674632587,442045.65486160736,444701.6964525179,15237.226943480677,7100.311325843776,4096.93150261391,5207.2023437047055,5343.580952352457,176.6682497459874
35,Ohio,0.004397036982527593,0.003063282100358606,502341.0471813258,396932.6038189706,446854.08578916563,446808.4272632138,6021.75190333005,15698.656215764791,13555.255108938334,14714.598576911512,14648.057120467894,122.77815079336544
36,Oklahoma,0.007785217609903812,0.005624095036217734,537704.702682031,363031.8722050865,447581.77204718674,446311.1771148793,10122.217060623583,6374.596900861864,4952.412039989973,5702.528580340793,5665.765537548503,82.26260933763577
37,Oregon,0.007121657970735367,0.005162380977432176,507396.81273613067,391567.1594182396,446861.7285165079,446202.9643885732,6789.960860973398,8436.93248639445,6828.690417548651,7675.43535423833,7635.460698865182,92.94012569464381
38,Pennsylvania,0.003282804461598516,0.0010946877293311695,487893.1272924845,412037.0086972154,446511.72784319177,447021.39438335254,4354.802651916227,24705.782209396493,23193.50448276664,23965.128706751064,23939.569023875716,86.17579383561319
39,Rhode Island,0.00455230813168953,0.0010850517875699549,479087.89924777433,419340.01235464204,446336.9894458951,446673.10225005174,3492.416059934336,21569.12523195251,20342.24971794262,20998.87967226694,20965.02854208157,70.27481864463594
40,South Carolina,0.003941454781928476,0.010773298499423744,496873.93621672667,397102.9222616339,448878.5691298139,446879.6901280207,5781.185600809245,11182.693441848161,8881.101910620167,10242.611782134618,10112.051567782108,142.3122254955002
41,South Dakota,0.012773988156315417,0.008398709751944823,573460.2325116278,344448.2638670186,440337.87287933624,445436.5329376563,13387.294111611198,6008.845480588962,4219.910830571143,4929.996674670558,4988.4711649792125,102.38108948415918
42,Tennessee,0.004369935307159326,0.004996204206564696,506836.16216671217,390724.6531417054,447771.74413828866,446965.3438954972,6632.823017931207,6322.29512000045,4465.0773792676755,5381.221371854279,5369.560528561842,105.31253437816844
43,Texas,0.004012373550807978,0.00240217090536813,499076.60623644735,400863.3122443137,448185.70136828045,448099.76995249034,5592.227566768585,10142.156749734144,7839.492237283365,9087.20484446621,9031.279738143305,129.18543168113132
44,Utah,0.006137294908123573,0.006229285212364774,534247.0886051587,376645.1008925559,443678.0127455971,446493.2008779748,9080.319818748469,3454.359581264636,2886.561592062284,3136.1843208646646,3141.4093622544738,32.97927947885051
45,Vermont,0.0046188031590676075,0.00017797776817040777,472346.5739652369,425561.1085469539,446309.4469879666,446723.0336575585,2781.216624180644,15668.842605425996,15598.843682676681,15648.412751195423,15641.019777244619,4.184075657205562
46,Virginia,0.004369334628582709,0.0029357912523084776,493503.78257445747,401231.49233262177,448342.8815225515,446867.4948062848,5335.019133435525,10595.00287301772,8722.846758400054,9738.81584862343,9683.040534899326,107.83983355378795
47,Washington,0.004158870065028578,0.002252513825676769,490142.6492732373,406421.3175140633,447665.20047808497,446832.733358698,4853.480725290148,11957.782560890233,10655.137003534026,11354.18175413724,11316.986576949153,75.14491980400626
48,West Virginia,0.010811576982051773,0.009127181519092135,538445.292831987,359779.61819742364,447551.1021909735,445662.29093102424,10477.25922223277,11498.342846938409,7488.876306947568,9657.532407397037,9535.687806672951,231.83672099347254
49,Wisconsin,0.006333871348015843,0.004851468572293624,567121.786387992,354122.5942034803,440882.79086525907,446496.28042890975,12167.230297179753,5990.198922060961,4990.617462494721,5410.23973955599,5428.38446769909,57.4068260138655
50,Wyoming,0.02950375480744902,0.0065503971742496,549464.9493603418,354080.6131587149,432056.5671191073,441839.32609734265,12879.948670572046,4690.972468523896,3604.11148206115,4214.9599285717295,4184.000144429024,63.03853494838833
